ID,Date,Theme,Num_People,Winner_Movie_ID,Voting_Data_ID,People_ID,Name,Movie_ID,Title,Test
1,"2020-08-01 17:04:39","Iconic Villains",3,3,1,1,Nico,1,"Terminator 2: Judgment Day",0
2,"2020-08-01 17:04:39","Iconic Villains",3,3,1,1,Nico,2,"Inglorious Basterds",0
3,"2020-08-01 17:04:39","Iconic Villains",3,3,1,2,Britt,3,"The Texas Chain Saw Massacre",0
4,"2020-08-01 17:04:39","Iconic Villains",3,3,1,2,Britt,4,"Avengers: Endgame",0
5,"2020-08-01 17:04:39","Iconic Villains",3,3,1,3,Pato,5,Misery,0
6,"2020-08-01 17:04:39","Iconic Villains",3,3,1,3,Pato,6,"2001: A Space Odyssey",0
7,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,2,Britt,4,"Avengers: Endgame",0
8,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,1,Nico,151,"Live Free or Die Hard",0
9,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,1,Nico,8,"The Matrix Revolutions",0
10,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,2,Britt,9,"Toy Story 4",0
11,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,3,Pato,116,"Indiana Jones and the Last Crusade",0
12,"2020-08-08 18:11:31","Movie from a franchise",3,4,2,3,Pato,82,"Ace Ventura: Pet Detective",0
13,"2020-08-08 18:25:11","Famous Directors",3,13,3,1,Nico,13,"The Big Short",0
14,"2020-08-08 18:25:11","Famous Directors",3,13,3,1,Nico,14,"The Usual Suspects",0
15,"2020-08-08 18:25:11","Famous Directors",3,13,3,2,Britt,15,"Shutter Island",0
16,"2020-08-08 18:25:11","Famous Directors",3,13,3,2,Britt,16,"Kill Bill: Vol. 1",0
17,"2020-08-08 18:25:11","Famous Directors",3,13,3,3,Pato,121,"The Grand Budapest Hotel",0
18,"2020-08-08 18:25:11","Famous Directors",3,13,3,3,Pato,18,"The Hateful Eight",0
19,"2020-08-08 18:31:40","Famous Directors",3,18,4,2,Britt,1,"Terminator 2: Judgment Day",1
20,"2020-08-08 18:31:40","Famous Directors",3,18,4,1,Nico,2,"Inglorious Basterds",1
21,"2020-08-08 18:31:40","Famous Directors",3,18,4,2,Britt,4,"Avengers: Endgame",1
22,"2020-08-08 18:31:40","Famous Directors",3,18,4,1,Nico,151,"Live Free or Die Hard",1
23,"2020-08-08 18:31:40","Famous Directors",3,18,4,3,Pato,16,"Kill Bill: Vol. 1",1
24,"2020-08-08 18:31:40","Famous Directors",3,18,4,3,Pato,18,"The Hateful Eight",1
25,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,2,Britt,1,"Terminator 2: Judgment Day",0
26,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,3,Pato,82,"Ace Ventura: Pet Detective",0
27,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,11,Juliet,20,Rocky,0
28,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,11,Juliet,21,"Rocky II",0
29,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,12,Mike,22,"Raiders of the Lost Ark",0
30,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,12,Mike,23,"First Blood",0
31,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,1,Nico,24,Snatch,0
32,"2020-08-11 12:01:51","Nico's Favourite Movies",5,20,5,1,Nico,25,"Back to the Future Part II",0
